is_fraudulent,amount_robust,customer_age_robust,card_type_Discover,card_type_MasterCard,card_type_Visa,purchase_category_Groceries,purchase_category_Online Shopping,purchase_category_Restaurant,purchase_category_Retail,purchase_category_Travel
1,0.8517676163903912,-0.5384615384615384,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.49899126022324675,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.5525305437710071,0.038461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.3955504794724912,-0.6153846153846154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.5952572434629512,-0.7307692307692307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,-0.22446189018667106,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,-0.5637561082602053,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.9486738184110322,0.38461538461538464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.6221167925039074,0.34615384615384615,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.30919800741784365,-0.11538461538461539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.337855701800319,-0.5384615384615384,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.38004888584148255,-0.5769230769230769,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.05330018949685535,0.7307692307692307,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.6797700745143525,0.07692307692307693,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.5744540850502987,-0.6923076923076923,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,-0.6274479970439281,0.07692307692307693,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,-0.7972857885262518,0.9615384615384616,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.9303149520725106,-0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.12711504375816332,0.9615384615384616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.19583778753035597,-0.9230769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0608484479634523,0.038461538461538464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.8447508975906828,-0.038461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.7221944486708545,0.11538461538461539,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.16273215340748545,-0.11538461538461539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.3303548669471245,-0.34615384615384615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.7093742651809901,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.20200285727270767,0.5769230769230769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.2337529664458174,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.9413587260436652,-0.11538461538461539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.6499346937323767,0.38461538461538464,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.5928702549216818,0.19230769230769232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6965896494011782,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.9881401446815404,-0.9615384615384616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.2842907304619652,-0.4230769230769231,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.22404298160161387,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5862487329003295,-0.23076923076923078,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0.6247191632893809,0.6153846153846154,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.47769212985375753,-0.4230769230769231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.9727037585189603,0.15384615384615385,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.8620664444343451,0.8846153846153846,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.43760139267344694,-0.38461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.14780952305676817,-0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.2936391102539731,0.9230769230769231,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.5630408020913813,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.17660751229555985,0.6923076923076923,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.6504385696247806,-0.8846153846153846,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.557403320048135,0.23076923076923078,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.5233669975122361,0.8846153846153846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.07946814417568851,0.7307692307692307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,-0.6950740697561832,0.2692307692307692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.5985887523044912,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.8708872365272479,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.10995757562584355,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.09010881743292036,-0.038461538461538464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.2104758762006571,0.34615384615384615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.5301801899710915,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.7178650679639659,-0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.6955423779385349,0.38461538461538464,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-0.46317062423307115,-0.38461538461538464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.8271942807122236,0.2692307692307692,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.49084427863744057,-0.7307692307692307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.6668629477332498,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-0.6971132851324994,-0.8846153846153846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,-0.023962756655607646,-0.34615384615384615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.8689112526354684,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.73211783977537,0.6923076923076923,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.23739272877447506,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,-0.028981755740727033,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.1254216255629085,-0.6538461538461539,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,-0.4265062431211059,0.4230769230769231,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.6467652155699626,-0.2692307692307692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.24760461352719063,-0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1004333332674671,0.07692307692307693,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.44919646615040804,0.7692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,-0.8066163844632337,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.13382350907075405,0.8461538461538461,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.1911250659484625,-0.8076923076923077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.16117903006854678,0.4230769230769231,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,-0.7185467824066297,-0.8461538461538461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.7225244379807817,0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0731469717058867,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.8905937238799628,0.07692307692307693,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.7638462131256705,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.3445760230162603,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.9059174789607117,0.2692307692307692,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.6620692108117933,0.8846153846153846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.7591947470444221,-0.9615384615384616,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.2719052634282925,-0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,-0.9601859005645385,-0.34615384615384615,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.40903261756610165,0.8461538461538461,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.7352438462921649,0.07692307692307693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.9112190437423552,-0.6538461538461539,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,-0.8593731783898495,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9418626019360687,-0.6153846153846154,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.25820971907437,0.6923076923076923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.8115227524665218,0.7692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.9131693398435415,0.2692307692307692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.13904208252894337,0.3076923076923077,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.5417080799957318,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.08393189178721801,0.7307692307692307,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.13976529263333437,-0.6153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.5780839674594973,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.25447906148669086,0.4230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.2430084749949117,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.1897636130470265,0.38461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.5613849275900704,0.9230769230769231,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,-0.2881261151959088,0.19230769230769232,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.41246490158612215,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.6899424395892326,0.8846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.8918129059411908,0.34615384615384615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.4791128622719466,0.07692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6861386705975575,0.15384615384615385,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.7049836289734565,-0.9230769230769231,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6239761933460718,-0.8461538461538461,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.06365434508977871,-0.23076923076923078,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.9697516385846421,0.6153846153846154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.8880447046595674,-0.6153846153846154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.857891190471015,0.8076923076923077,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.7412053896936631,-0.2692307692307692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.5716896835856995,0.6538461538461539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.7330584081078569,-0.5769230769230769,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.5660917212202885,-0.34615384615384615,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0.6160979455695477,-0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.4790733425941112,-0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.16072257778954568,-0.8076923076923077,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.52141670141105,-0.9230769230769231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.08817235321897642,-0.6923076923076923,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.42998199878674576,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.8867583391460193,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.009885847410571857,-0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.13855006253989,0.9615384615384616,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.8910047285294528,-0.6538461538461539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.9492270939007303,-0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.7828196104545354,-0.9615384615384616,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.45949134222657817,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.2521750642688759,-0.038461538461538464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.7631309069568464,0.15384615384615385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.1949446428112719,0.5769230769230769,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.7391483904623208,-0.38461538461538464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,-0.761593591489042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.29861463769347335,-0.9230769230769231,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.8551188850708488,-0.9230769230769231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.8084678813698308,0.4230769230769231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.028369200734275735,-0.5769230769230769,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.16859094564661095,0.7692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.7744532946567418,-0.19230769230769232,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.8687788617147192,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.43157661778741185,0.8846153846153846,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.3194988114456889,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.9372269437259547,0.7692307692307693,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.6297184025355826,-0.38461538461538464,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.40717124074004535,-0.6538461538461539,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.9395823165249556,0.19230769230769232,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0.9078381353035211,-0.9615384615384616,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.00386700047621206,0.9230769230769231,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.5813403889131494,0.4230769230769231,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,-0.1843217534090661,0.23076923076923078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.7497001444444223,-0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.5871458295871971,-0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.9407382671016464,0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.11626096424061948,0.23076923076923078,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.2863457537094157,-0.7307692307692307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.7213269917423635,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.3600084572110568,-0.8846153846153846,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.09311824090010018,-0.4230769230769231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.4133876860635832,0.8846153846153846,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.20168077189834763,-0.34615384615384615,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.0043076448840789405,-0.5384615384615384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.5713379584529625,-0.9615384615384616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.13278414154367826,0.11538461538461539,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,-0.3162937655732229,-0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.9983875971443081,-0.2692307692307692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6112745688897144,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.5586699257227655,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.22300559005843,0.9230769230769231,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.6660448904020534,0.34615384615384615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.6235375249220969,0.5769230769230769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8779375470531166,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.8448299369463539,-0.9230769230769231,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.6797266028687334,-0.19230769230769232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.7810056572418821,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.11288005580178495,-0.2692307692307692,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,-0.6811868549647582,-0.15384615384615385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.2778569269103317,-0.9615384615384616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,-0.8486613697125138,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.5003013375434961,0.9230769230769231,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.702292338912853,0.34615384615384615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.7101646587377018,-0.6923076923076923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.9376754920693885,0.19230769230769232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.8614795772184864,0.5384615384615384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.45005009119165645,-0.15384615384615385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1563181096947696,0.6538461538461539,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.7774133185266272,0.46153846153846156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.9299335871813973,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.2622387502297081,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.9259262918488687,0.7307692307692307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.8412850218445017,-0.038461538461538464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.7452126850261915,0.2692307692307692,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.09289890668811256,-0.11538461538461539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.016459945818521542,0.34615384615384615,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-0.05257500340857215,-0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.8289588343275825,0.46153846153846156,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.9014142116713463,0.19230769230769232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5034332720119665,-0.34615384615384615,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.45658466992177066,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,-0.509373079590655,0.34615384615384615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.5414314422508828,0.6538461538461539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.11457742596482359,0.6923076923076923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.644623249031274,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.13606625078792364,-0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.40653102195910906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.42148131608431133,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.3996308862090157,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.15827038177984776,-0.38461538461538464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.3532387363978207,0.3076923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.3429201485149494,-0.6538461538461539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.42191800852439454,-0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.35004357044481366,-0.5384615384615384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.6353776204016384,-0.6153846153846154,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.47074259450636946,0.9230769230769231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.22672834371054207,0.3076923076923077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.900333348482543,-0.038461538461538464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.18882106873064786,-0.38461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.30121700847894695,-0.6153846153846154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.2051802393706888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.005752089108969698,-0.19230769230769232,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.8262873041058968,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5711482639993519,-0.2692307692307692,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.06947756961885257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.0023039972178146516,-0.34615384615384615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.5335966661199776,0.11538461538461539,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,-0.8465984425294963,-0.8076923076923077,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.06068839326821791,0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.1085210353365199,0.8076923076923077,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.7377138261568891,0.6923076923076923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.15676665803820358,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.2151569820402825,0.19230769230769232,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.5051780657884076,-0.3076923076923077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.7736866129067315,-0.6923076923076923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.817405256512349,-0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.910926598126372,-0.11538461538461539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.6821234713294616,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.017839182574983597,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.9051903168885368,0.3076923076923077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.01770876763812619,0.3076923076923077,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.15204998448852658,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.4851119493673886,-0.2692307692307692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.665092466166216,-0.8846153846153846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.5294352440438905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,-0.11271209717098382,0.038461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.5587568690140037,0.9230769230769231,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.38471813577775715,-0.8076923076923077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.04223665568678284,-0.6538461538461539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.19144517533893074,-0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.4044463589532817,-0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.14700529761281386,-0.9615384615384616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,-0.7502277321435274,-0.8076923076923077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.23007961239099978,-0.8461538461538461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.6179059708305259,0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.8428934727324101,0.6153846153846154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6485673128792654,-0.9230769230769231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,-0.45378074877933583,0.9615384615384616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7687446771933916,-0.7692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6990537013142268,-0.6153846153846154,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.9115233452616894,0.9615384615384616,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
